16 16
4
8
5
11 11
0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
0; 0; 0; 1; 0; 0; 0; 0; 2; 2; 2; 2; 2; 2; 2; 0
0; 0; 1; 1; 1; 0; 4; 0; 2; 2; 2; 2; 2M; 2; 2; 0
0; 1; 1M; 1; 1; 4; 4; 2M; 2; 2P; 2P; 2; 2; 2; 2; 0
0; 1; 1; 1M; 1; 1; 4; 4; 2; 2; 2; 2; 2; 2; 2; 0
0; 1; 1; 1; 1; 1; 1; 4; 4; 2; 2; 2; 2; 2; 2; 0
0; 1; 1; 1; 1; 1; 1; 1; 4; 4; 2; 2; 2; 2; 2; 0
0; 1; 1; 1; 1; 1; 1; 4; 4; 4; 4; 2; 2; 2; 2; 0
0; 1; 1; 1; 1; 1; 4; 4; 3; 4; 4; 4; 2; 2; 2; 0
0; 0; 1; 1; 1; 4; 4; 3; 3; 3; 4; 4; 4; 2; 4; 0
0; 0; 0; 1; 0; 4; 3; 3; 3; 3; 4; 4; 4; 4; 4; 0
0; 0; 0; 0; 0; 0; 3; 3; 3; 3; 3; 4; 4; 4; 4; 0
0; 0; 0; 0; 0; 3; 3; 3; 3; 3; 3; 3P; 4; 4; 4; 0
0; 0; 0; 0; 3; 3; 3; 3; 3; 3; 3; 3; 3; 4; 4; 0
0; 0; 0; 3; 3; 3M; 3; 3; 3; 3; 3; 3; 3; 3; 4; 0
0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
